ulasan,sentiment
"Saya sangat berharap ini akan menjadi pertunjukan yang lucu, mengingat semua hype dan klip pratinjau yang cerdas. Dan berbicara tentang hype, saya bahkan mendengar wawancara dengan pencipta acara tersebut di BBC World Today - sebuah acara yang disiarkan di seluruh dunia.<br /><br />Sayangnya, acara ini bahkan tidak bisa ditayangkan. Semua leluconnya jelas - jenis yang terdengar lucu saat pertama kali Anda mendengarnya tetapi setelah itu tampak membosankan - dan tidak diberi perlakuan atau twist baru. Semua karakternya satu dimensi. Aktingnya - yah - biasa-biasa saja (saya bersikap baik). Ini adalah resep klasik CBC - resep yang selalu gagal.<br /><br />Jika Anda seorang Muslim, saya pikir Anda pasti bodoh jika mempercayai karakter kulit putih mana pun, dan jika Anda berkulit putih, Anda mungkin akan sedikit tersinggung oleh kenyataan bahwa hampir semua karakter kulit putih digambarkan sebagai orang yang fanatik, bodoh, atau keduanya. Bukan berarti mengolok-olok orang kulit putih adalah suatu masalah - sebagian besar komedi yang lebih baik berakar pada hal itu. Hanya menjadi masalah jika tidak lucu - seperti dalam acara ini.<br /><br />Kanada penuh dengan orang-orang lucu - begitu banyak sehingga kami mengekspor mereka ke Hollywood secara rutin. Jadi mengapa produser acara ini tidak dapat menemukannya?",negative
"Pertama-tama, ""Werewolf Meksiko di Texas"" bukanlah film werewolf. Judul ini omong kosong. Ceritanya sebenarnya tentang Chupacabra yang membunuh semua penduduk desa di kota kecil Furlough di Texas. Saya kira distributor mengganti nama judul aslinya sehingga bisa menghasilkan uang tambahan atau semacamnya. Dan saya kira itu benar-benar berhasil karena itulah alasan mengapa saya membeli omong kosong ini, kedengarannya sangat bodoh. Pokoknya filmnya tidak bagus. Sebenarnya itu sangat mengerikan. Tapi saya tidak mengharapkan apa pun ketika saya membelinya. Ini adalah film horor beranggaran rendah dengan monster Chupacabra. Jika Anda menikmati horor beranggaran rendah dengan dialog buruk, aktor, dan beberapa adegan berdarah maka Anda harus menonton film ini. Tapi saya harus memperingatkan Anda, film ini benar-benar jelek.<br /><br />Film ini memiliki akting terburuk yang pernah saya lihat. Para aktor berusaha keras dan itu menjadi sangat konyol. Mereka hampir tidak pernah mengucapkan satu kalimat pun dengan cara yang normal. Mereka selalu memiliki nada yang salah tentang semua yang mereka katakan. Itu sangat bodoh hingga hampir terlihat seperti parodi yang aneh. Sepertinya mereka merekam setiap adegan hanya satu kali dan merasa senang karenanya. Yang terburuk dari semuanya adalah gadis pirang yang seharusnya berperan sebagai bimbo. Dia yang terburuk dari semuanya. Saya belum pernah melihat aktor seburuk dia (Dan saya pernah melihat Pteradactyl). Bahkan ketika pacarnya meninggal, dia tidak bisa berhenti bersikap bimbo tentang hal itu. Aku benci dia.<br /><br />Beberapa pengambilan gambar dalam film ini sebenarnya cukup bagus. Foto yang diambil pada siang hari semuanya cukup layak untuk proyek beranggaran rendah. Namun sebagian besar film diambil pada malam hari saat Chupacabra menyerang dan pencahayaan terlalu gelap. Adegan berdarahnya sedikit dan pendek, tapi sangat grizzly dan penuh kekerasan. Efeknya cukup lucu sebenarnya, tapi itulah yang saya suka. Chupacabra terlihat sangat berantakan, dan mudah untuk melihat bahwa itu adalah seorang pria berjas.<br /><br />Secara keseluruhan film ini hanya boleh ditonton oleh penggemar ekstrim film beranggaran rendah dan sangat penting untuk tidak menontonnya sendirian karena Anda mungkin akan bosan setengah mati. Saya sarankan menonton film ini bersama teman-teman Anda dan minum bir.",negative
"Film ini sangat mengerikan sehingga benar-benar menjadi sebuah tugas untuk ditonton. Saya ingin mengeluarkannya dari vcr saya dan melemparkannya ke seberang ruangan, tetapi terus berpikir (dengan bodohnya) bahwa pada akhirnya akan menjadi lucu dan semuanya akan baik-baik saja. ""Kamu kalah, kami menang, yay!"" Film ini wajib ditonton oleh siapa saja yang pernah berpikir bahwa Jackie Mason itu lucu. Setelah itu, pukul kepala mereka dengan film ini sampai kasetnya retak. Dan jika Anda mempertimbangkan untuk menyewa kotoran ini (atau lebih buruk lagi, sudah!) Ada satu hal yang ingin saya tanyakan kepada Anda: tidakkah Anda melihat sampulnya? Maksudku, dengan omong kosong seperti ini kamu bisa langsung tahu betapa buruknya itu! ""Oy, kamu!"" Film ini jelek.",negative
"Penggunaan objek secara simbolis, pengeditan bentuk, posisi karakter dalam adegan... ini semua digunakan dengan penuh kegembiraan oleh Hitchcock sehingga Anda benar-benar dapat melihat betapa suburnya kejeniusan yang dimilikinya. Cara sang istri berpindah dari satu sudut ring ke sudut lainnya saat pertarungan berlangsung, pengeditan saat cincin kawin dipasang di jarinya... meskipun ini mungkin tampak agak jelas menurut standar saat ini, di era sunyi mereka berbicara banyak tentang cerita tanpa sepatah kata pun terucap. Bahkan judulnya setidaknya memiliki empat makna yang bisa saya lihat; cincin tinju, cincin kawin, gelang yang dibeli sang kekasih, dan cinta segitiga menjadi inti cerita.",positive
"Saya menemukan film ini sangat bagus di semua bidang. Aktingnya brilian dari semua karakter, terutama Ms.Stone dan Morissey. Karakter Tramell menjadi lebih pintar dan lebih terpelintir secara psikologis dari menit ke menit. Plotnya menarik meski begitu, film ini lebih ke permainan pikiran antara tokoh utamanya dan bagaimana Catherine melanjutkan tulisannya dengan cara dan twist baru untuk novelnya. Latarnya juga luar biasa dan seluruh suasana filmnya misterius, seperti mahakarya yang menegangkan. Saksikan film ini sekarang, film ini pantas mendapatkan yang lebih baik daripada apa yang didapat dari penonton, yang disesatkan oleh beberapa ulasan buruk yang salah tentang film tersebut (Bahkan sebelum dimulai)... Anda tidak akan menyesalinya, jika Anda pergi melihatnya...",positive
"Mirip seperti Paul Newman dan Steve McQueen dengan film balap mobilnya, film ini tampak seperti proyek ""kegembiraan"" bagi Robert Redford, saat ia bermain ski mendaki bukit dan menuruni lembah di bawah sinar matahari Alpen.<br /><br />Kisahnya seringan butiran salju dengan bocah kota kecil Redford, David Chappellet (nama utama macam apa itu?) yang dengan fokus pada hadiah kejayaan Olimpiade, mengangkat hidung, tanpa urutan tertentu, pelatih, ayah, dan rekan satu tim. Wanita hanyalah pertunjukan sampingan di dunianya yang picik sebagaimana dibuktikan dengan adegan penjemputan yang cukup tidak menyenangkan dengan seorang pacar lama di kampung halamannya dan kemudian pengejaran egoisnya terhadap, surga di atas, seorang wanita yang berpikiran bebas dan mandiri, yang diperankan oleh Camilla Sparv. Urutan bermain ski baik-baik saja dengan beberapa aksi akrobatik yang bagus yang melibatkan banyak gundukan dan goresan di landasan, tetapi keefektifannya diredupkan oleh keakraban kita selanjutnya dengan liputan TV terkemuka tentang acara ski hingga saat ini. Ditambah lagi, saya tidak yakin bahwa Olimpiade Musim Dingin memiliki identifikasi massal yang sama dengan masyarakat umum seperti pertandingan musim panas sehingga ketika Redford akhirnya memenangkan medali emasnya di putaran terakhir, saya tidak bisa terlalu bersemangat untuknya.<br /><br />Di antara para aktor, Redford, penyerang profil terbaik, tidak perlu berbuat banyak dan memang tidak, sementara Gene Hackman tampil lebih baik dengan materi yang sama sedikitnya. Ms Sparv berperan baik sebagai pemeran utama wanita yang memperlakukan Redford sebagaimana dia memperlakukan setiap wanita lain dengan cara chauvinistiknya.<br /><br />Namun sebenarnya, tidak ada ketegangan dramatis yang membuat rangkaian aksi tidak sepenuhnya mengimbangi dan Anda tidak peduli sedikit pun pada karakter utama mana pun. Salah satu film di mana para aktornya mungkin lebih menikmati pembuatannya daripada penonton yang menontonnya.",negative
"Saya akan merekomendasikan film ini kepada siapa saja yang mencari film yang menenangkan, menyenangkan, dan menggugah pikiran. Tidak adanya seks, kata-kata vulgar dan kekerasan menjadikan malam itu paling menyenangkan. Saya sangat menikmati pemandangan Buffalo, tapi itu mungkin karena saya tinggal tidak jauh dari sana. Meski begitu, film ini bisa saja diproduksi di kota mana pun; itulah tema yang sangat penting di sini. Saya hanya bersyukur Manna From Heaven dijatuhkan kepada kami. Cobalah...Anda akan menyukainya!",positive
"Ini adalah film seni yang dibuat pada tahun 1969 atau 1972 (National Film Preservation Foundation mengatakan tahun 1969 dan IMDb mengatakan tahun 1972). Terlepas dari tanggal pastinya, film ini tampaknya sangat menunjukkan periode waktu umum ini--dengan beberapa karya kamera dan gaya seni pop yang murni berasal dari akhir tahun 60an-awal 70an.<br /><br />Film ini terdiri dari tiga gambar sederhana yang didistorsi menggunakan trik kamera aneh yang berbeda. Gambar-gambar yang terdistorsi ini diiringi musik dan sama sekali tidak ada dialog atau plot apa pun. Ini jelas dimaksudkan sebagai bentuk seni pertunjukan, dan seperti kebanyakan seni pertunjukan, awalnya menarik tetapi dengan cepat menjadi melelahkan. Film tersebut, bahkan lebih blak-blakan lagi, benar-benar membosankan dan tidak akan menarik bagi siapa pun kecuali mungkin mereka yang membuat film tersebut, keluarga dan teman-teman mereka, dan mungkin beberapa orang yang terlalu keren dan ""menyukainya"" untuk dapat dipahami oleh kita sebagai manusia.",negative
"Saya membaca bukunya dan menonton filmnya. Keduanya luar biasa. Film adalah berlian di antara batu bara pada era ini. Liebman dan Selby mendominasi layar dan mengomunikasikan intensitas karakter mereka tanpa cacat. Film ini seharusnya menjadikan mereka bintang. Sayang sekali pihak studio karena tidak mengerahkan semua yang mereka miliki untuk film ini. Itu bisa dengan mudah menjadi waralaba. Rilis dalam bentuk DVD adalah suatu keharusan dan pembuatan ulang yang layak akan menghidupkan kembali film ini. Carilah di panduan TV Anda dan jika Anda melihatnya tercantum, tidak peduli seberapa larutnya, tontonlah. Anda tidak akan kecewa. Bantulah diri Anda sendiri - bacalah bukunya (judul yang sama). Itu akan membuatmu terpesona. Zaman telah berubah secara dramatis sejak saat itu, atau setidaknya kita berpikir demikian.",positive
"Seorang gelandangan yang sedang mencari pekerjaan dikira sebagai pembunuh bayaran di kota kecil Wyoming, yang menyebabkan berbagai macam komplikasi. Cage secara sempurna berperan sebagai orang bodoh yang tidak beruntung yang berharap dapat menghasilkan uang dengan cepat dan keluar kota tetapi ternyata dia tidak dapat melarikan diri dari kota utama. Hopper melakukan yang terbaik, memerankan seorang psikopat yang dikenal sebagai ""Lyle dari Dallas,"" pembunuh bayaran sesungguhnya. Walsh sebagai sheriff yang licik dan Boyle sebagai femme fatale melengkapi pemeran terbaiknya. Naskah karya saudara John dan Rick Dahl berisi liku-liku yang menarik, dan arahan John menciptakan suasana ""neo noir"" yang luar biasa. Cerdas dan sangat menghibur, ia menyedot penonton sejak awal dan tidak pernah berhenti.",positive
"Saya sangat menyukai film ini. Saya telah melihat beberapa film Gene Kelly dan ini adalah salah satu film terbaiknya. Saya sebenarnya akan menempatkannya di atas orang Amerika yang lebih terkenal di Paris. Kadang-kadang cerita dalam film Gene Kelly sepertinya hilang karena tarian dan lagu yang indah, tetapi tidak dalam film ini. Ini pasti layak untuk disewa.",positive
"Meski dipromosikan sebagai salah satu film Turki paling tulus dengan pemeran amatir, Ice-cream, I Scream lebih seperti karikatur ketulusan.<br /><br />Plot dibuka dengan mimpi Ali, seorang penjual es krim keliling di kota Anatolia Barat, di mana ia melihat dirinya menjadi sukses dengan menggunakan metode pemasaran yang sama dengan perusahaan es krim besar. Dia bermimpi bermain di iklan TV produknya dengan model cantik berbikini, menari di sekelilingnya. Saat mimpinya berubah menjadi mimpi buruk, dia terbangun dengan ereksi besar di samping istrinya yang sangat besar, yang menolak berhubungan seks dengannya selama 6 tahun tanpa alasan yang jelas. Apakah karena dia tidak berhasil dalam pekerjaannya? Rupanya, karena menurutnya penjualannya lebih baik di masa lalu ketika tidak ada tekanan dari perusahaan es krim global. Namun inilah yang dia katakan; kami sebenarnya tidak melihat dia menderita sebanyak itu: dia masih berjualan barang, bepergian ke desa-desa tetangga sementara muridnya tetap di toko, menjual es krim kepada orang-orang di kota. Ali menyalahkan perusahaan-perusahaan besar karena menggunakan bahan pemanis dan pewarna sementara dia menggunakan ""sahlep"" (bubuk akar anggrek gunung) yang asli. Ali membeli sepeda motor dengan pinjaman bank untuk menjadi pedagang keliling, dan memasang iklan di saluran TV lokal yang bahkan lebih suka menayangkan buletin berita dalam dialek lokal. Istrinya tidak menyukai caranya berbisnis, mereka selalu bertengkar, dan Ali mengancamnya bahwa dia mungkin akan melakukan hal-hal buruk jika sedang marah.<br /><br />Di suatu hari yang sangat sukses, sepedanya yang jelek dicuri oleh anak-anak nakal di kota. Untuk mencari sepeda curiannya, Ali melapor ke polisi, menyalahkan perusahaan besar atas pencurian tersebut, tapi, tentu saja, tidak ada yang menganggapnya serius. Karena kesal dengan omelan istrinya, Ali pergi ke sebuah kedai minuman dan mabuk. Salah satu temannya di mejanya, seorang yang ingin menjadi sosialis di kota itu, memberikan pidato didaktik dan mengkritik globalisme, dan tanpa ada hubungannya, langsung membahas topik pembekuan global. Ali kembali ke rumah dan memutuskan untuk bunuh diri dengan racun. Istrinya bangun dan mencegahnya. Seorang tetangga tua mengajaknya jalan-jalan malam dan menasihatinya tentang kehidupan. Menurutnya, Ali bahkan bisa menjual minuman sahlep panas jika dunia menghadapi pembekuan global. Ketika dia kembali ke rumah, tiba-tiba kami melihat istrinya memahami nilai dirinya, memperlakukannya seperti pahlawan dan memuji kejantanannya. Sementara itu, anak-anak pencuri itu jatuh sakit karena terlalu banyak makan es krim. Mereka mengaku kepada dokter bahwa mereka mencuri sepeda Ali. Ali memaafkan mereka dan akhir yang membahagiakan pun tiba.<br /><br />Meskipun alur ceritanya tampak menjanjikan, namun penceritaannyalah yang membuat film ini tidak tulus dan murahan. Pertama, sutradara tidak menunjukkan banyak upaya untuk menceritakan kisahnya secara visual; semuanya didasarkan pada dialog. Dan dialog-dialog yang ada tak henti-hentinya menunjukkan kepada kita bahwa sinema sebenarnya adalah sebuah seni visual. Bahkan kesusahan Ali pun tidak meyakinkan karena kita tidak melihatnya, kita hanya memahaminya dari perkataannya. Sutradara memasarkan filmnya sebagai pertarungan lurus Ali melawan perusahaan es krim besar, namun tidak ada apa pun dalam film tersebut tentang perusahaan besar. Kami tidak melihat tekanan mereka cukup. Film tersebut sebenarnya mengejek Ali karena percaya bahwa perusahaan besar berada di balik pencurian tersebut. Dan ketika sepeda motornya ditemukan, semua masalah terpecahkan: Ali menjadi suami yang bahagia dan berkuasa. Bukan kritik nyata terhadap globalisme.<br /><br />Kedua, film ini murahan karena humornya yang kasar. Mungkin orang-orang di wilayah Turki tersebut sangat sering mengumpat dan melontarkan lelucon-lelucon vulgar dalam kesehariannya, namun bahasa vulgar dan humor kasar tidaklah cukup untuk membuat sebuah film menjadi lucu. Saya mungkin akan menerimanya jika keduanya vulgar dan ""pintar"", tapi itu sama sekali bukan lelucon pintar, hanya lelucon murahan. Mungkin saya salah, mungkin orang Amerika menyukai humor ala American Pie versi oriental. Namun American Pie tidak pernah mengklaim diri sebagai nominasi Oscar, atau memiliki pesan politik! Jika Anda berpikir bahwa Anda bisa tertawa hanya dengan melihat seorang pria ereksi besar dalam celana pendeknya (dan kami harus menanggung lelucon ini dua kali!) atau seorang wanita desa tua berkata ""f**k you,"" maka Anda mungkin menganggap film ini lucu.",negative
"Stan Laurel dan Oliver Hardy adalah duo komedi paling terkenal dalam sejarah, dan memang pantas demikian, jadi saya senang menonton film mereka. Ollie sedang dalam masa pemulihan dari patah kaki di rumah sakit, dan karena tidak ada lagi yang bisa dilakukan, Stan memutuskan untuk mengunjunginya, dan membawakannya telur rebus dan kacang-kacangan, sebagai pengganti permen. Kekacauan dimulai dengan Stan yang dengan penasaran menarik tali kaki Ollie, dan berhasil mendorong The Doctor (Billy Gilbert) keluar jendela, berpegangan padanya, membuat Ollie digantung ke langit-langit. Ketika situasinya tenang, Stan mengambil pakaian Ollie, karena Dokter ingin mereka berdua pergi, dan dia juga berhasil duduk di atas jarum suntik, yang secara tidak sengaja ditinggalkan oleh perawat, diisi dengan obat tidur, yang mulai berlaku saat dia sedang mengemudi (yang bisa Anda katakan dilakukan dengan mobil di depan layar besar. Diisi dengan beberapa slapstick yang menyenangkan dan komedi klasik yang tidak terlalu buruk (walaupun berulang-ulang dan sedikit dapat diprediksi), itu tidak bagus, tapi ini adalah film hitam putih yang layak untuk ditonton. di. Stan Laurel dan Oliver Hardy menjadi nomor 7 di Komedian Para Komedian.",negative
"Oke, saya harus akui bahwa saya cukup menikmati House of the Dead meskipun ada kegagalan yang terdokumentasi dengan baik. Namun ini adalah film terburuk yang pernah saya lihat sejak Demons at the Door. Dibandingkan dengan DATD, efeknya jauh lebih unggul. Namun alur ceritanya lemah, aktingnya mengingatkan pada favorit semua orang, film porno, dan keputusan serta tindakan ""karakter"" selalu berada di ambang tolol. Saya ingin mencoba tayangan sinematik terbaru Uwe Boll hanya untuk mendapatkan gambaran tentang HOTD2. Saya tidak mengatakan bahwa dia benar-benar obatnya, lebih merupakan kasus penyakit yang berbeda, namun ketika indra Anda telah dihina dengan cara yang begitu menjijikkan, satu-satunya jalan keluar. Oke, itu dia. Saya telah mengatur sepuluh baris minimum dan tidak akan lagi membuang waktu kita pada limbah seluloid yaitu Rumah Orang Mati 2.",negative
"Saya -Tidak seperti kebanyakan pengulas- tidak lahir di tahun 80an. Saya lahir pada tanggal 14 Mei 1994. Meski begitu, hidup saya masih bergaya tahun 80-an. Ketika anak-anak lain mempunyai playstation, saya bermain Zelda di NES saya, dll. Sekarang, film ini memiliki tempat khusus di hati saya meskipun saya baru berusia 15 tahun pada saat menulis ulasan ini. Saya, karena masa kanak-kanak gaya 80-an saya, menonton banyak acara TV dan menonton banyak film yang tidak ditonton anak-anak lain, dan film ini adalah salah satunya, dan salah satu yang terhebat juga.<br /><br />Ini dimulai di rumah Alvin Seville, Simon Seville, Theodore Seville, dan David Seville di Los Angeles. David, ayah angkat Tupai, sedang terburu-buru menuju bandara saat dia melakukan perjalanan bisnis keliling Eropa. Taksinya hampir sampai dan The Chipmunks membantunya berkemas. Selagi mereka berbincang, Alvin mengungkapkan keinginannya untuk ikut bersama Dave dan melihat dunia (Padahal secara teknis Dave hanya pergi ke Eropa, jadi bagi Alvin, rupanya hanya Amerika dan Eropa yang memenuhi syarat sebagai ''Dunia''). David meninggalkan keluarga Chipmunks dalam perawatan Nona Miller, yang membuat anak-anak tidak senang. Segera Dave berangkat ke bandara dan keluarga Chipmunks ditinggal di rumah bersama Nona Miller. Kemudian, di Kafe lokal, para Chipmunks memainkan permainan Keliling Dunia dalam 30 hari melawan Chipettes (Brittany, Jeanette, dan Eleanore). Setelah kalah dari Brittany setelah Balon Udaranya dimakan buaya, Alvin berdebat dengan Brittany tentang siapa yang benar-benar akan memenangkan perlombaan keliling dunia. Dua penyelundup berlian yang duduk di meja terdekat, Klaus dan Claudia Furschtien mendengar argumen mereka dan, karena membutuhkan cara yang aman untuk mengangkut berlian mereka ke seluruh dunia, memutuskan untuk membodohi anak-anak agar mengirimkannya untuk mereka. Mereka mengatur perlombaan di seluruh dunia, di mana setiap tim harus menitipkan boneka sesuai gambar mereka (diam-diam diisi dengan berlian) di drop off di seluruh dunia dan menerima boneka sesuai gambar tim lawan (diam-diam diisi dengan pembayaran berlian) untuk ''memvariasikan bahwa mereka ada di sana''. Tim pemenang kemudian akan menerima hadiah 100.000 dolar. Mereka melakukan ini karena mereka percaya bahwa Jamal (Seorang agen Interpol yang sudah beberapa kali menjadi incaran mereka) tidak akan pernah mencurigai mereka karena mereka hanyalah anak-anak (Namun, hal ini sepertinya mubazir, karena dalam perjalanan mereka, anak-anak tidak harus melalui pemeriksaan keamanan apa pun dan bahkan tidak pernah ditanyai tentang boneka-boneka itu, saya curiga Klaus atau Claudia juga tidak akan melakukannya jika mereka mengambil berlian itu secara pribadi di sana.) Dan dimulailah petualangan besar. Film ini klasik dan saya tidak melihat alasan mengapa ada orang yang tidak menyukainya. Ini menampilkan animasi yang hebat dan akting suara terbaik, belum lagi musik Kick-ass (Maafkan bahasa Prancis saya :P). Lagu favorit saya tidak diragukan lagi ''The Girls and Boys of Rock and Roll'' Sebuah lagu rock luar biasa yang tidak dapat diunggulkan. Itu juga momen favoritku di film itu. Lagu terkenal lainnya termasuk ''Getting Lucky'' (Jenis Sugestif untuk film anak-anak ya?) dan ''My Mother'' serta ''Wooly Bully'' dan ''Off to see the world'' Belum lagi tema utama film yang didengarkan selama kredit pembuka dibawakan oleh Royal London Philharmonic Orchestra. Adegan dengan ''Ibuku'' masih membuat saya menitikkan air mata. Sehubungan dengan lagu ''Mendapat Keberuntungan'' Awalnya aku tidak memikirkan apa pun tentangnya, namun ketika aku beranjak dewasa dan belajar tentang kehidupan, menjadi jelas bahwa lagu itu sedikit sugestif. Lagu itu, bersamaan dengan fakta bahwa para animator bersikeras agar penontonnya mengetahui warna celana dalam Chipettes. Hal ini terutama terlihat dalam adegan di Mesir ketika keluarga Chipette dikejar oleh anak buah Pangeran Arab, ketika Eleanor bersandar di sisi keranjang balon udara dan roknya menentang gravitasi sepenuhnya. Meskipun hal ini tidak mengurangi kualitas film secara keseluruhan, ini adalah salah satu hal yang tidak dapat dijelaskan seperti mengapa tidak ada seorang pun di dunia ini yang keberatan bahwa ada Chipmunk setinggi 4 kaki yang berjalan-jalan dan berbicara dengan suara bernada sangat tinggi dan memperlakukan mereka sama seperti mereka memperlakukan anak manusia mana pun. Bagaimanapun, Tak lama setelah adegan itu, keluarga Chipette menemukan berlian di dalam boneka dan memutuskan untuk pergi mencari Chipmunks dan pulang. Penyutradaraan Janice Karman menyempurnakan film ini karena ia dan suaminya, Ross Bagdasarian Jr. mengenal karakternya lebih baik dari siapa pun. Mereka bahkan mengisi suara Chipmunks dan Chipettes. Ross melakukan t",positive
"Tepat ketika saya berpikir saya akan menyelesaikan satu tahun penuh tanpa memberikan satu film pun rating ""Bom"", seorang teman membawa kotoran terkenal ini ke rumah saya tadi malam. Saya takut akan kemungkinan terburuk karena mengetahui reputasinya, dan hal itu sama mengerikannya dengan yang saya perkirakan. Ini adalah kekacauan buatan Meksiko, disulihsuarakan ke dalam bahasa Inggris, dan diproduksi oleh K. Gordon Murray. Ini memiliki set dan efek yang mengerikan, dan menampilkan Santa yang agak menakutkan yang tidak beroperasi di Kutub Utara, melainkan dari awan di luar angkasa, dan yang tidak memiliki elf kecil yang membantunya membuat mainannya, melainkan semua kelompok anak-anak yang berbeda dari hampir setiap negara yang ada. Adegan pembukaan, di mana St. Nick tertawa terbahak-bahak saat mengamati monitor yang menunjukkan semua anak-anak ini bekerja keras sambil menyanyikan lagu-lagu liburan yang buruk dalam berbagai bahasa, sepertinya berlangsung selamanya, dan tanpa cerita. Jelas sekali, Sinterklas INI tidak mematuhi undang-undang pekerja anak!<br /><br />Akhirnya kita mendapatkan murid iblis berjas merah yang jahat dan licik yang melakukan perjalanan dari neraka ke Bumi, hanya untuk membuat anak-anak kecil menjadi nakal dan mengubah malam Natal Sinterklas menjadi mimpi buruk. Menonton film ini adalah pengalaman yang trippy dan memutarbalikkan, dan pasti akan menakuti anak-anak kecil serta membuat mereka menjauhi Sinterklas dan liburan selamanya. Anehnya, nama Yesus Kristus sering disebutkan dalam film Natal ini, yang membuatnya semakin menyeramkan dalam konteks semua hal aneh yang sedang terjadi. Ini dengan mudah membuat daftar pribadi saya sebagai ""Film Terburuk yang Pernah Saya Lihat"", tapi saya yakin itu bukan sesuatu yang unik.",negative
"Seperti yang sering terjadi ketika Anda mencoba mengambil buku setebal 400 halaman lebih dan menjejalkannya ke dalam film berdurasi dua jam, banyak hal yang hilang. Di sini sutradara John Madden (Shakespeare in Love) mengambil proyek yang sangat ambisius dan hampir berhasil. Apa yang kita dapatkan adalah sebuah film yang menawan dan menarik secara emosional, namun sepertinya tidak lengkap.<br /><br />Ada banyak hal tentang film ini yang luar biasa dan fantastis. Sinematografi oleh John Toll (Sinematografer untuk Braveheart dan Legends of the Fall, pemenang Oscar untuk keduanya) sangat bagus. Bekerja sama dengan Madden, pilihan lokasi di pulau Kefallonia Yunani sungguh luar biasa dan gambar visual yang dihasilkan dari memotret lokasi megah ini dalam berbagai cahaya sangat subur dan indah. Madden juga menggunakan banyak aktor Yunani sebagai warga kota, memberikan nuansa otentik pada kota tersebut. Soundtracknya juga luar biasa dan bagian mandolin serta vokal tentara Italia sangat mengagumkan.<br /><br />Madden melakukan pekerjaan luar biasa dalam membawakan kita pendudukan Italia dan romansa, yang mengambil sebagian besar film ini. Ada banyak momen manis dan lucu sepanjang segmen ini. Namun, pada saat drama pertarungan serius siap terungkap, tidak banyak film yang tersisa di reel dan komponen ini sangat terburu-buru dan disingkat. Meskipun adegan pertarungan dilakukan dengan baik, setelah pertarungan terlihat jelas bahwa semakin banyak kompromi yang dilakukan untuk menjaga agar film tidak berjalan terlalu lama. Pada saat kita mencapai adegan pasca perang, perlakuan yang diberikan hanyalah kerangka saja. Hal negatif lainnya adalah DVD ini sangat sedikit fiturnya.<br /><br />Nicholas Cage tampil menawan dalam pemeran utama romantis sebagai Kapten sentimental yang tampaknya bergabung dengan tentara untuk bernyanyi daripada bertarung. Saat harus bertarung, Cage berganti peran dengan mulus menjadi pria yang memiliki prinsip dan tekad yang kuat dan entah bagaimana tetap dapat dipercaya dalam kedua persona tersebut.<br /><br />Penelope Cruz, yang sangat disukai kamera, memberikan penampilan yang tidak menginspirasi sebagai Pelagia. Hal ini sebagian karena Cage mendominasi layar, namun Cruz tampak terlalu tenang di bagian yang seharusnya penuh emosi dan dinamis. Dia membiarkan karakternya diobjektifikasi sebagai kekasih Corelli daripada menjadikannya sebagai karakter yang kuat.<br /><br />John Hurt memberikan penampilan fantastis sebagai dokter tua yang bijak, yang tahu banyak tentang sifat manusia dan juga obat-obatan. Namun, Christian Bale nampaknya agak tegang dan kaku sebagai tunangan Pelagia.<br /><br />Saya menilai film ini 8/10. Meskipun ada beberapa kekurangan, ini adalah film menyentuh yang layak untuk disaksikan. Fotografinya saja sepadan dengan harga tiket masuknya.",positive
"Ayah saya tumbuh besar dengan menonton George Reeves sebagai Superman dan ketika saya masih kecil dia memiliki episode-episode di VHS dan mengizinkan saya menontonnya termasuk film ini (mewariskannya ke keluarga jika Anda mau), dan saya menyukainya.<br /><br />Clark Kent dan Lois Lane dikirim ke kota kecil yang memiliki tambang minyak dan dari tambang tersebut muncul manusia tahi lalat yang bersifat radioaktif dan menjadi sasaran kota yang dianggap mematikan dan terserah pada Superman untuk menghentikan kekacauan ini.<br /><br />Hanya saja begitu indah dan menyenangkan untuk dilihat. Efek khusus dan suara gaya lama - para kru menghasilkan keindahan seperti itu dengan sedikit teknologi. George Reeves adalah pahlawan saya ketika saya masih kecil, dan sekarang saya berusia 16 tahun, ini menunjukkan betapa abadi dan klasiknya petualangan ini.",positive
Film Horor sederhana ini mungkin ditakdirkan untuk menjadi film klasik kultus. Jauh lebih baik daripada 90% penipuan Scream di luar sana! Saya bahkan berharap mereka membuat sekuelnya!,positive
"Saya membaca bukunya sebelum menonton filmnya dan itu membuat saya terkuras secara emosional, tetapi saya merasa buku itu benar-benar membawa saya ke Afghanistan, sebuah budaya yang hanya sedikit saya ketahui. Saya menaruh harapan besar pada film ini dan tidak mengecewakan. Saya menonton ini dengan seseorang yang belum membaca bukunya dan dia juga menikmatinya. Mereka harus mempersingkat beberapa hal dalam film tersebut tetapi itu adalah film yang diperankan dengan baik dan diambil gambarnya dengan baik. Ini membuat Anda memikirkan filmnya lama setelah filmnya selesai. Anda merasakan karakter dan penderitaan mereka. Saya sangat merekomendasikan film ini kepada mereka yang menyukai drama yang menguras emosi dan ingin merasakan budaya Afghanistan. Ada beberapa adegan mengganggu yang tidak pantas ditonton anak-anak. Ini adalah drama berat yang menggambarkan kengerian hidup di bawah rezim yang membatasi.",positive
